,Unnamed: 0,titre,type,reference,departement,date,lien,departement nb,Categorie
1026,1026,Chargé / chargée d'animation auprès des publics,Fonction publique de l'État,2022-945124,Grand Est,2022-07-04,https://choisirleservicepublic.gouv.fr/offre-emploi/charge--chargee-d-animation-aupres-des-publics-reference-2022-945124/,,B
1027,1027,Aide-soignant H/F,Fonction publique Hospitalière,2022-943225,Meuse (55),2022-07-01,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignant-hf-reference-2022-943225/,55.0,B
1028,1028,ACH H/F,Fonction publique Hospitalière,2022-941725,Moselle (57),2022-07-01,https://choisirleservicepublic.gouv.fr/offre-emploi/ach-hf-reference-2022-941725/,57.0,B
1029,1029,PREPARATEUR (TRICE) EN PHARMACIE H/F,Fonction publique Hospitalière,2022-937913,Grand Est,2022-06-27,https://choisirleservicepublic.gouv.fr/offre-emploi/preparateur-trice-en-pharmacie-hf-reference-2022-937913/,,B
1030,1030,AIDE-SOIGNANT (E) H/F,Fonction publique Hospitalière,2022-936618,Grand Est,2022-06-24,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignant-e-hf-reference-2022-936618/,,B
1031,1031,TECHNICIEN (NE) DE LABORATOIRE H/F,Fonction publique Hospitalière,2022-936601,Grand Est,2022-06-24,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-ne-de-laboratoire-hf-reference-2022-936601/,,B
1032,1032,DIETETICIEN (ENNE) H/F,Fonction publique Hospitalière,2022-936566,Grand Est,2022-06-24,https://choisirleservicepublic.gouv.fr/offre-emploi/dieteticien-enne-hf-reference-2022-936566/,,B
1033,1033,TECHNICIEN HOSPITALIER H/F,Fonction publique Hospitalière,2022-936328,Grand Est,2022-06-24,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-hospitalier-hf-reference-2022-936328/,,B
1034,1034,MONITEUR (TRICE) EDUCATEUR (TRICE) H/F,Fonction publique Hospitalière,2022-935300,Grand Est,2022-06-23,https://choisirleservicepublic.gouv.fr/offre-emploi/moniteur-trice-educateur-trice-hf-reference-2022-935300/,,B
1035,1035,TECHNICIEN SUPERIEUR HOSPITALIER H/F,Fonction publique Hospitalière,2022-935266,Grand Est,2022-06-23,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-superieur-hospitalier-hf-reference-2022-935266/,,B
1036,1036,AIDE-SOIGNANT (E) H/F,Fonction publique Hospitalière,2022-935201,Grand Est,2022-06-23,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignant-e-hf-reference-2022-935201/,,B
1037,1037,Moniteur(trice) éducateur(trice),Fonction publique Hospitalière,2022-935111,Haute-Marne (52),2022-06-23,https://choisirleservicepublic.gouv.fr/offre-emploi/moniteurtrice-educateurtrice-reference-2022-935111/,52.0,B
1038,1038,Moniteur(trice) éducateur(trice),Fonction publique Hospitalière,2022-935116,Haute-Marne (52),2022-06-23,https://choisirleservicepublic.gouv.fr/offre-emploi/moniteurtrice-educateurtrice--reference-2022-935116/,52.0,B
1039,1039,DRSD - TECHNICIEN CONTRE INGERENCE CYBER H/F,Fonction publique de l'État,2022-935010,Moselle (57),2022-06-23,https://choisirleservicepublic.gouv.fr/offre-emploi/drsd---technicien-contre-ingerence-cyber-hf-reference-2022-935010/,57.0,B
1040,1040,Responsable aux ressources humaines H/F,Fonction publique Hospitalière,2022-892866,Aube (10),2022-06-21,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-aux-ressources-humaines-hf-reference-2022-892866/,10.0,B
1041,1041,Technicien Supérieur Etudes et Travaux Fluides (F/H) H/F,Fonction publique Hospitalière,2022-912565,Haut Rhin (68),2022-06-21,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-superieur-etudes-et-travaux-fluides-fh-hf-reference-2022-912565/,68.0,B
1042,1042,Technicien de laboratoire en microbiologie/virologie (H/F),Fonction publique de l'État,2022-931350,Meurthe et Moselle (54),2022-06-18,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-de-laboratoire-en-microbiologievirologie-hf-reference-2022-931350/,54.0,B
1043,1043,Technicien en expérimentation animale (H/F),Fonction publique de l'État,2022-931349,Meurthe et Moselle (54),2022-06-18,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-en-experimentation-animale-hf-reference-2022-931349/,54.0,B
1044,1044,Technicien de Laboratoire H/F,Fonction publique Hospitalière,2022-806411,Haute-Marne (52),2022-06-10,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-de-laboratoire-hf-reference-2022-806411/,52.0,B
1045,1045,SAR COLMAR - Technicien immobilier H/F,Fonction publique de l'État,2022-918767,Haut Rhin (68),2022-06-03,https://choisirleservicepublic.gouv.fr/offre-emploi/sar-colmar---technicien-immobilier-hf-reference-2022-918767/,68.0,B
1046,1046,UN RÉFÉRENT ADMINISTRATIF (f /h) à la Pharmacie H/F,Fonction publique Hospitalière,2022-912638,Haut Rhin (68),2022-05-30,https://choisirleservicepublic.gouv.fr/offre-emploi/un-rfrent-administratif-f-h-a-la-pharmacie-hf-reference-2022-912638/,68.0,B
1047,1047,Technicien d'Information Médicale (F/H) H/F,Fonction publique Hospitalière,2022-912621,Haut Rhin (68),2022-05-30,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-d-information-medicale-fh-hf-reference-2022-912621/,68.0,B
1048,1048,Responsable du Restaurant du Personnel F/H H/F,Fonction publique Hospitalière,2022-912555,Haut Rhin (68),2022-05-30,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-du-restaurant-du-personnel-fh-hf-reference-2022-912555/,68.0,B
1049,1049,Contrôleur/Contrôleuse de gestion H/F,Fonction publique Hospitalière,2022-896066,Meuse (55),2022-05-09,https://choisirleservicepublic.gouv.fr/offre-emploi/controleurcontroleuse-de-gestion-hf-reference-2022-896066/,55.0,B
1050,1050,Agent du retour et de la réinsertion OFII basé à la préfecture 54 en CDD,Fonction publique de l'État,2022-885792,Meurthe et Moselle (54),2022-04-25,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-du-retour-et-de-la-reinsertion-ofii-base-a-la-prefecture-54-en-cdd-reference-2022-885792/,54.0,B
1051,1051,Adjoint des Finances H/F,Fonction publique Hospitalière,2022-885603,Moselle (57),2022-04-25,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-des-finances-hf-reference-2022-885603/,57.0,B
1052,1052,Médiateur (trice) CRA,Fonction publique de l'État,2022-878882,Bas Rhin (67),2022-04-14,https://choisirleservicepublic.gouv.fr/offre-emploi/mediateur-trice-cra-reference-2022-878882/,67.0,B
1053,1053,Chargé de Formation (H/F),Fonction publique Hospitalière,2022-787901,Moselle (57),2022-04-14,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-de-formation-hf-reference-2022-787901/,57.0,B
1054,1054,Adjoint Responsable Hotelier et Logistique,Fonction publique Hospitalière,2022-813381,Moselle (57),2022-04-14,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-responsable-hotelier-et-logistique-reference-2022-813381/,57.0,B
1055,1055,Responsable de Secteur des Secrétariats Médicaux F/H H/F,Fonction publique Hospitalière,2022-872203,Grand Est,2022-04-07,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-de-secteur-des-secretariats-medicaux-fh-hf-reference-2022-872203/,,B
1056,1056,TECHNICIEN BIOMEDICAL H/F,Fonction publique Hospitalière,2022-858146,Vosges (88),2022-03-22,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-biomedical-hf-reference-2022-858146/,88.0,B
1057,1057,Animateur H/F,Fonction publique Hospitalière,2022-834047,Aube (10),2022-03-02,https://choisirleservicepublic.gouv.fr/offre-emploi/animateur-hf-reference-2022-834047/,10.0,B
0,0,Agent Logistique - Service Intérieur (H/F),Fonction publique Hospitalière,2024-1452089,Marne (51),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-logistique---service-interieur-hf--reference-2024-1452089/,51.0,C
1,1,Conseiller en Evolution Professionnelle (H/F),Fonction publique Hospitalière,2024-1452011,Marne (51),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/conseiller-en-evolution-professionnelle-hf--reference-2024-1452011/,51.0,C
2,2,Gestionnaire des finances et de la comptabilité,Fonction publique de l'État,MINT_BA010PNC-78914,Aube (10),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-des-finances-et-de-la-comptabilite-reference-MINT_BA010PNC-78914/,10.0,C
3,3,Agent d'Entretien Qualifié à 50% H/F,Fonction publique Hospitalière,2024-1451984,Bas Rhin (67),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-entretien-qualifie-a-50-hf-reference-2024-1451984/,67.0,C
4,4,Adjoint( e) du responsable exploitation de la Régie de l'eau potable - COM. COM. RÉGION DE GUEBWILLER,Fonction publique Territoriale,O068240101324552,Haut Rhin (68),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-e-du-responsable-exploitation-de-la-regie-de-l-eau-potable---com-com-rgion-de-guebwiller-reference-O068240101324552/,68.0,C
5,5,Responsable administratif polyvalent (h/f) - LANDRES,Fonction publique Territoriale,O054240101326741,Meurthe et Moselle (54),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-administratif-polyvalent-hf---landres-reference-O054240101326741/,54.0,C
6,6,Secrétaire général de mairie (h/f) - OEUILLY,Fonction publique Territoriale,O051240101326452,Marne (51),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire-general-de-mairie-hf---oeuilly-reference-O051240101326452/,51.0,C
7,7,AGENT DE MAINTENANCE - SENONES - PT_00732 - CD88 Emploi - CONSEIL DEPARTEMENTAL DES VOSGES,Fonction publique Territoriale,O088240101326646,Vosges (88),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-de-maintenance---senones---pt00732---cd88-emploi---conseil-departemental-des-vosges-reference-O088240101326646/,88.0,C
8,8,CHEF CUISINE - COLLEGE CORNIMONT - PT_00270 - CD88 Emploi - CONSEIL DEPARTEMENTAL DES VOSGES,Fonction publique Territoriale,O088240101326518,Vosges (88),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-cuisine---college-cornimont---pt00270---cd88-emploi---conseil-departemental-des-vosges-reference-O088240101326518/,88.0,C
9,9,Jardiniers(ères) pour le Jardin Botanique Jean-Marie PELT (F/H) - Métropole du Grand Nancy,Fonction publique Territoriale,O054240101326951,Meurthe et Moselle (54),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/jardinierseres-pour-le-jardin-botanique-jean-marie-pelt-fh---metropole-du-grand-nancy-reference-O054240101326951/,54.0,C
10,10,Agent des interventions techniques polyvalent en milieu rural (h/f) - TUCQUEGNIEUX,Fonction publique Territoriale,O054230901202284,Meurthe et Moselle (54),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-des-interventions-techniques-polyvalent-en-milieu-rural-hf---tucquegnieux-reference-O054230901202284/,54.0,C
11,11,Travailleur social (h/f) - CCAS DE COMMERCY,Fonction publique Territoriale,O055240101326303,Meuse (55),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/travailleur-social-hf---ccas-de-commercy-reference-O055240101326303/,55.0,C
12,12,Agent d'entretien des écoles élémentaires (h/f) - COMMUNE DE COLMAR,Fonction publique Territoriale,O068240101324503,Haut Rhin (68),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-entretien-des-ecoles-elementaires-hf---commune-de-colmar-reference-O068240101324503/,68.0,C
13,13,Agent d'entretien des écoles élémentaires (h/f) - COMMUNE DE COLMAR,Fonction publique Territoriale,O068240101324443,Haut Rhin (68),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-entretien-des-ecoles-elementaires-hf---commune-de-colmar-reference-O068240101324443/,68.0,C
14,14,Menuisier (h/f) - COMMUNE DE COLMAR,Fonction publique Territoriale,O068240101324140,Haut Rhin (68),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/menuisier-hf---commune-de-colmar-reference-O068240101324140/,68.0,C
15,15,Jardiniers(ères) au Jardin d'altitude du Haut Chitelet (F/H) - Métropole du Grand Nancy,Fonction publique Territoriale,O054240101327031,Meurthe et Moselle (54),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/jardinierseres-au-jardin-d-altitude-du-haut-chitelet-fh---metropole-du-grand-nancy-reference-O054240101327031/,54.0,C
16,16,Coordinatrice administrative des résidences Autonomie H/F - CCAS DE NANCY,Fonction publique Territoriale,O054240101320374,Meurthe et Moselle (54),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/coordinatrice-administrative-des-residences-autonomie-hf---ccas-de-nancy-reference-O054240101320374/,54.0,C
17,17,Assistant services à la population (h/f) - BOGNY SUR MEUSE,Fonction publique Territoriale,O008220200533413,Ardennes (08),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-services-a-la-population-hf---bogny-sur-meuse-reference-O008220200533413/,8.0,C
18,18,Chargé ou chargée de propreté des locaux - COURDEMANGES,Fonction publique Territoriale,O051230801154534,Marne (51),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-ou-chargee-de-proprete-des-locaux---courdemanges-reference-O051230801154534/,51.0,C
19,19,CHAUFFAGISTE-CLIMATICIEN/CLIMATICIENNE - EUROMETROPOLE DE STRASBOURG,Fonction publique Territoriale,O067230901181476,Bas Rhin (67),2024-01-19,https://choisirleservicepublic.gouv.fr/offre-emploi/chauffagiste-climaticienclimaticienne---eurometropole-de-strasbourg-reference-O067230901181476/,67.0,C
20,20,Contractuel de catégorie C - Adjoint administratif - SAR Metz - 3 PV H/F,Fonction publique de l'État,2024-1450880,Moselle (57),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/contractuel-de-categorie-c---adjoint-administratif---sar-metz---3-pv-hf-reference-2024-1450880/,57.0,C
21,21,Appariteur H/F,Fonction publique de l'État,2024-1450748,Bas Rhin (67),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/appariteur-hf--reference-2024-1450748/,67.0,C
22,22,Technien(ne) de l'Information Médicale - EPSM Metz-Jury H/F,Fonction publique Hospitalière,2024-1443082,Moselle (57),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/technienne-de-l-information-medicale---epsm-metz-jury-hf-reference-2024-1443082/,57.0,C
23,23,Secrétaire Médicale H/F - CMP CLOUANGE H/F,Fonction publique Hospitalière,2024-1443025,Moselle (57),2024-01-10,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire-medicale-hf---cmp-clouange-hf-reference-2024-1443025/,57.0,C
24,24,Agent chargé d'accueil et d'information,Fonction publique de l'État,MINT_BA067PNC-74036,Bas Rhin (67),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-charge-d-accueil-et-d-information-reference-MINT_BA067PNC-74036/,67.0,C
25,25,Agent Technique et Logistique 100% H/F,Fonction publique Hospitalière,2024-1444291,Bas Rhin (67),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-technique-et-logistique-100-hf-reference-2024-1444291/,67.0,C
26,26,Agent Polyvalent et Logistique 100% H/F,Fonction publique Hospitalière,2024-1444125,Bas Rhin (67),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-polyvalent-et-logistique-100-hf-reference-2024-1444125/,67.0,C
27,27,Adjoint Administratif ou Assistant Médico-Administratif 50% (H/F) H/F,Fonction publique Hospitalière,2024-1448160,Bas Rhin (67),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-administratif-ou-assistant-medico-administratif-50-hf-hf-reference-2024-1448160/,67.0,C
28,28,AIDE-SOIGNANT(E) en SSIAD H/F,Fonction publique Hospitalière,2024-1450654,Marne (51),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/aide-soignante-en-ssiad-hf-reference-2024-1450654/,51.0,C
29,29,Analyste en apprentissage H/F,Fonction publique de l'État,2024-1450605,Bas Rhin (67),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/analyste-en-apprentissage-hf-reference-2024-1450605/,67.0,C
30,30,Adjoint administratif H/F,Fonction publique de l'État,2024-1450602,Bas Rhin (67),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-administratif-hf-reference-2024-1450602/,67.0,C
31,31,Agent de collecte (h/f) - CTE COM. de Seille et Grand Couronné,Fonction publique Territoriale,O054240101325943,Meurthe et Moselle (54),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-de-collecte-hf---cte-com-de-seille-et-grand-couronne-reference-O054240101325943/,54.0,C
32,32,Agent d'entretien polyvalent (H/F) - MAIRIE DE METZ,Fonction publique Territoriale,O057240101324922,Moselle (57),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-entretien-polyvalent-hf---mairie-de-metz-reference-O057240101324922/,57.0,C
33,33,Secrétaire administrative PAJEE - COM. COM. VALLÉE DE LA DOLLER ET DU SOULTZBACH,Fonction publique Territoriale,O068240101324889,Haut Rhin (68),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire-administrative-pajee---com-com-valle-de-la-doller-et-du-soultzbach-reference-O068240101324889/,68.0,C
34,34,Agent d'accueil Police Municipale - COMMUNE DE PFASTATT,Fonction publique Territoriale,O068240101325054,Haut Rhin (68),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-accueil-police-municipale---commune-de-pfastatt-reference-O068240101325054/,68.0,C
35,35,AGENT TECHNIQUE POLYVALENT - MAIRIE D'ORMERSVILLER,Fonction publique Territoriale,O057240101325065,Moselle (57),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-technique-polyvalent---mairie-d-ormersviller-reference-O057240101325065/,57.0,C
36,36,CHARGE D'OPERATION BATIMENTS ET VOIRIE - CODECOM de l'Aire à l'Argonne,Fonction publique Territoriale,O055240101325106,Meuse (55),2024-01-18,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-d-operation-batiments-et-voirie---codecom-de-l-aire-a-l-argonne-reference-O055240101325106/,55.0,C
